pair_id,drug_a,drug_b,tier,label_class,evidence
ADDI2-0732,solifenacin,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0733,cefdinir,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0734,tetracycline,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0735,valproate,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0736,conjugated estrogens,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0737,glipizide,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0738,raltegravir,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0739,eletriptan,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0740,tetracycline,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0741,phenazopyridine,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0742,terazosin,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0743,clozapine,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0744,memantine,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0745,ustekinumab,zolmitriptan,T4_uninformative,no_label_signal,
ADDI2-0746,valganciclovir,conjugated estrogens,T4_uninformative,no_label_signal,
ADDI2-0747,penicillin v potassium,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0748,ustekinumab,fluvoxamine,T4_uninformative,no_label_signal,
ADDI2-0749,valganciclovir,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0750,haloperidol,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0751,benztropine,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0752,clozapine,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0753,dicyclomine,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0754,memantine,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0755,nabumetone,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0756,terazosin,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0757,ustekinumab,alfuzosin,T4_uninformative,no_label_signal,
ADDI2-0758,conjugated estrogens,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0759,conjugated estrogens,raltegravir,T4_uninformative,no_label_signal,
ADDI2-0760,liraglutide,zaleplon,T4_uninformative,no_label_signal,
ADDI2-0761,tetracycline,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0762,valproate,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0763,entacapone,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0764,ustekinumab,zaleplon,T4_uninformative,no_label_signal,
ADDI2-0765,valganciclovir,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0766,zolmitriptan,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0767,benztropine,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0768,memantine,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0769,penicillin v potassium,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0770,raloxifene,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0771,raloxifene,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0772,sevelamer,zaleplon,T4_uninformative,no_label_signal,
ADDI2-0773,atomoxetine,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0774,imipramine,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0775,liraglutide,granisetron,T4_uninformative,no_label_signal,
ADDI2-0776,benztropine,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0777,eletriptan,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0778,phenazopyridine,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0779,ustekinumab,granisetron,T4_uninformative,no_label_signal,
ADDI2-0780,atomoxetine,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0781,cefdinir,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0782,methocarbamol,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0783,raloxifene,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0784,sevelamer,fluvoxamine,T4_uninformative,no_label_signal,
ADDI2-0785,sevelamer,zolmitriptan,T4_uninformative,no_label_signal,
ADDI2-0786,ustekinumab,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0787,vardenafil,levetiracetam,T4_uninformative,no_label_signal,
ADDI2-0788,cinacalcet,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0789,entacapone,liraglutide,T4_uninformative,no_label_signal,
ADDI2-0790,entacapone,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0791,imipramine,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0792,penicillin v potassium,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0793,vardenafil,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0794,vardenafil,sevelamer,T4_uninformative,no_label_signal,
ADDI2-0795,entacapone,ustekinumab,T4_uninformative,no_label_signal,
ADDI2-0796,imipramine,dalteparin,T4_uninformative,no_label_signal,
ADDI2-0797,vardenafil,ustekinumab,T4_uninformative,no_label_signal,
